prompt,editing_prompt,step0_path,step1_path,step2_path,step3_path,step4_path,step5_path
"Dessert in Nigeria, photorealistic.",Change the image to represent dessert in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_food_dessert_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_food_dessert_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_food_dessert_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_food_dessert_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_food_dessert_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_food_dessert_general_5.png
"Modern dessert in Nigeria, photorealistic.",Change the image to represent modern dessert in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_food_dessert_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_food_dessert_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_food_dessert_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_food_dessert_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_food_dessert_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_food_dessert_modern_5.png
"Traditional dessert in Nigeria, photorealistic.",Change the image to represent traditional dessert in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_food_dessert_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_food_dessert_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_food_dessert_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_food_dessert_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_food_dessert_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_food_dessert_traditional_5.png
"Main dish in Nigeria, photorealistic.",Change the image to represent main dish in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_food_main_dish_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_food_main_dish_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_food_main_dish_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_food_main_dish_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_food_main_dish_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_food_main_dish_general_5.png
"Modern main dish in Nigeria, photorealistic.",Change the image to represent modern main dish in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_food_main_dish_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_food_main_dish_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_food_main_dish_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_food_main_dish_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_food_main_dish_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_food_main_dish_modern_5.png
"Traditional main dish in Nigeria, photorealistic.",Change the image to represent traditional main dish in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_food_main_dish_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_food_main_dish_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_food_main_dish_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_food_main_dish_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_food_main_dish_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_food_main_dish_traditional_5.png
"Snack in Nigeria, photorealistic.",Change the image to represent snack in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_food_snack_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_food_snack_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_food_snack_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_food_snack_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_food_snack_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_food_snack_general_5.png
"Modern snack in Nigeria, photorealistic.",Change the image to represent modern snack in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_food_snack_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_food_snack_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_food_snack_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_food_snack_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_food_snack_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_food_snack_modern_5.png
"Traditional snack in Nigeria, photorealistic.",Change the image to represent traditional snack in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_food_snack_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_food_snack_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_food_snack_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_food_snack_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_food_snack_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_food_snack_traditional_5.png
"Staple food in Nigeria, photorealistic.",Change the image to represent staple food in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_food_staple_food_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_food_staple_food_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_food_staple_food_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_food_staple_food_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_food_staple_food_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_food_staple_food_general_5.png
"Modern staple food in Nigeria, photorealistic.",Change the image to represent modern staple food in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_food_staple_food_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_food_staple_food_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_food_staple_food_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_food_staple_food_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_food_staple_food_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_food_staple_food_modern_5.png
"Traditional staple food in Nigeria, photorealistic.",Change the image to represent traditional staple food in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_food_staple_food_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_food_staple_food_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_food_staple_food_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_food_staple_food_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_food_staple_food_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_food_staple_food_traditional_5.png
"City landscape in Nigeria, photorealistic.",Change the image to represent city landscape in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_landscape_city.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_landscape_city_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_landscape_city_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_landscape_city_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_landscape_city_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_landscape_city_5.png
"Countryside landscape in Nigeria, photorealistic.",Change the image to represent countryside landscape in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_landscape_countryside.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_landscape_countryside_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_landscape_countryside_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_landscape_countryside_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_landscape_countryside_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_landscape_countryside_5.png
"Nature landscape in Nigeria, photorealistic.",Change the image to represent nature landscape in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_landscape_nature.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_landscape_nature_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_landscape_nature_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_landscape_nature_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_landscape_nature_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_landscape_nature_5.png
"An athlete in Nigeria, photorealistic.",Change the image to represent athlete in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_people_athlete.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_people_athlete_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_people_athlete_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_people_athlete_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_people_athlete_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_people_athlete_5.png
"A bride and groom in Nigeria, photorealistic.",Change the image to represent bride and groom in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_people_bride_and_groom.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_people_bride_and_groom_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_people_bride_and_groom_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_people_bride_and_groom_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_people_bride_and_groom_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_people_bride_and_groom_5.png
"A celebrity in Nigeria, photorealistic.",Change the image to represent celebrity in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_people_celebrity.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_people_celebrity_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_people_celebrity_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_people_celebrity_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_people_celebrity_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_people_celebrity_5.png
"A chef in Nigeria, photorealistic.",Change the image to represent chef in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_people_chef.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_people_chef_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_people_chef_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_people_chef_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_people_chef_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_people_chef_5.png
"Daily Life in Nigeria, photorealistic.",Change the image to represent daily life in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_people_daily_life.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_people_daily_life_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_people_daily_life_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_people_daily_life_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_people_daily_life_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_people_daily_life_5.png
"A doctor in Nigeria, photorealistic.",Change the image to represent doctor in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_people_doctor.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_people_doctor_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_people_doctor_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_people_doctor_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_people_doctor_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_people_doctor_5.png
"A farmer in Nigeria, photorealistic.",Change the image to represent farmer in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_people_farmer.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_people_farmer_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_people_farmer_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_people_farmer_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_people_farmer_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_people_farmer_5.png
"A model in Nigeria, photorealistic.",Change the image to represent model in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_people_model.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_people_model_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_people_model_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_people_model_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_people_model_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_people_model_5.png
"A president in Nigeria, photorealistic.",Change the image to represent president in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_people_president.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_people_president_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_people_president_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_people_president_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_people_president_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_people_president_5.png
"A soldier in Nigeria, photorealistic.",Change the image to represent soldier in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_people_soldier.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_people_soldier_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_people_soldier_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_people_soldier_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_people_soldier_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_people_soldier_5.png
"A student in Nigeria, photorealistic.",Change the image to represent student in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_people_student.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_people_student_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_people_student_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_people_student_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_people_student_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_people_student_5.png
"A teacher in Nigeria, photorealistic.",Change the image to represent teacher in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_people_teacher.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_people_teacher_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_people_teacher_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_people_teacher_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_people_teacher_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_people_teacher_5.png
"Common animal in Nigeria, photorealistic.",Change the image to represent common animal in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_wildlife_animal_common.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_wildlife_animal_common_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_wildlife_animal_common_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_wildlife_animal_common_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_wildlife_animal_common_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_wildlife_animal_common_5.png
"Animal in Nigeria, photorealistic.",Change the image to represent animal in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_wildlife_animal_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_wildlife_animal_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_wildlife_animal_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_wildlife_animal_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_wildlife_animal_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_wildlife_animal_general_5.png
"National animal in Nigeria, photorealistic.",Change the image to represent national animal in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_wildlife_animal_national.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_wildlife_animal_national_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_wildlife_animal_national_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_wildlife_animal_national_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_wildlife_animal_national_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_wildlife_animal_national_5.png
"Common plant in Nigeria, photorealistic.",Change the image to represent common animal in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_wildlife_plant_common.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_wildlife_plant_common_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_wildlife_plant_common_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_wildlife_plant_common_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_wildlife_plant_common_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_wildlife_plant_common_5.png
"Plant in Nigeria, photorealistic.",Change the image to represent animal in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_wildlife_plant_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_wildlife_plant_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_wildlife_plant_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_wildlife_plant_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_wildlife_plant_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_wildlife_plant_general_5.png
"National plant in Nigeria, photorealistic.",Change the image to represent national animal in Nigeria.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_nigeria_wildlife_plant_national.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_nigeria_wildlife_plant_national_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_nigeria_wildlife_plant_national_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_nigeria_wildlife_plant_national_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_nigeria_wildlife_plant_national_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_nigeria_wildlife_plant_national_5.png
"House in the United States, photorealistic.",Change the image to represent house in the United States.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_united_states_architecture_house_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_united_states_architecture_house_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_united_states_architecture_house_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_united_states_architecture_house_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_united_states_architecture_house_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_united_states_architecture_house_general_5.png
"Modern house in the United States, photorealistic.",Change the image to represent modern house in the United States.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_united_states_architecture_house_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_united_states_architecture_house_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_united_states_architecture_house_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_united_states_architecture_house_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_united_states_architecture_house_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_united_states_architecture_house_modern_5.png
"Traditional house in the United States, photorealistic.",Change the image to represent traditional house in the United States.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_united_states_architecture_house_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_united_states_architecture_house_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_united_states_architecture_house_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_united_states_architecture_house_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_united_states_architecture_house_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_united_states_architecture_house_traditional_5.png
"Landmark in the United States, photorealistic.",Change the image to represent landmark in the United States.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_united_states_architecture_landmark_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_united_states_architecture_landmark_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_united_states_architecture_landmark_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_united_states_architecture_landmark_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_united_states_architecture_landmark_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_united_states_architecture_landmark_general_5.png
"Modern landmark in the United States, photorealistic.",Change the image to represent modern landmark in the United States.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_united_states_architecture_landmark_modern.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_united_states_architecture_landmark_modern_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_united_states_architecture_landmark_modern_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_united_states_architecture_landmark_modern_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_united_states_architecture_landmark_modern_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_united_states_architecture_landmark_modern_5.png
"Traditional landmark in the United States, photorealistic.",Change the image to represent traditional landmark in the United States.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_united_states_architecture_landmark_traditional.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_united_states_architecture_landmark_traditional_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_united_states_architecture_landmark_traditional_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_united_states_architecture_landmark_traditional_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_united_states_architecture_landmark_traditional_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_united_states_architecture_landmark_traditional_5.png
"Dance in the United States, photorealistic.",Change the image to represent dance in the United States.,/Users/chan/Downloads/iaseai26/dataset/hidream/base/hidream_united_states_art_dance_general.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_1/hidream_united_states_art_dance_general_1.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_2/hidream_united_states_art_dance_general_2.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_3/hidream_united_states_art_dance_general_3.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_4/hidream_united_states_art_dance_general_4.png,/Users/chan/Downloads/iaseai26/dataset/hidream/edit_5/hidream_united_states_art_dance_general_5.png
